periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,FP Attendance New clients,FP Attendance Re-visits,MOH 711 Adolescent 10-14 yrs Receiving FP Services New clients,MOH 711 Adolescent 10-14 yrs Receiving FP Services Re-visits,MOH 711 Adolescent 15-19 Yrs Receiving FP Services New clients,MOH 711 Adolescent 15-19 Yrs Receiving FP Services Re-visits,MOH 711 Adolescent 20-24 Yrs Receiving FP Services New clients,MOH 711 Adolescent 20-24 Yrs Receiving FP Services Re-visits,MOH 711 Client receiving Male condoms New clients,MOH 711 Client receiving Male condoms Re-visits,MOH 711 Clients Counselled Natural Family Planning New clients,MOH 711 Clients Counselled Natural Family Planning Re-visits,MOH 711 Clients receiving Female Condoms New clients,MOH 711 Clients receiving Female Condoms Re-visits,MOH 711 Emergency contraceptive pill New clients,MOH 711 Emergency contraceptive pill Re-visits,MOH 711 Pills Combined oral contraceptive New clients,MOH 711 Pills Combined oral contraceptive Re-visits,MOH 711 Pills progestin only New clients,MOH 711 Pills progestin only Re-visits,MOH 711 Rev 2020_Adults 25+ receiving FP Services New clients,MOH 711 Rev 2020_Adults 25+ receiving FP Services Re-visits,MOH 711 Rev 2020_Clients given cycle beads New clients,MOH 711 Rev 2020_Clients given cycle beads Re-visits,MOH 711 Rev 2020_Clients receiving post abortion FP New clients,MOH 711 Rev 2020_Clients receiving post abortion FP Re-visits,MOH 711 Rev 2020_FP Injections DMPA- IM New clients,MOH 711 Rev 2020_FP Injections DMPA- IM Re-visits,MOH 711 Rev 2020_FP Injections DMPA- SC New clients,MOH 711 Rev 2020_FP Injections DMPA- SC Re-visits,MOH 711 Rev 2020_IUCD Insertion Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Hormonal Re-insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Re-insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Re-insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Re-insertion,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks New clients,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks Re-visits,MOH 711 Rev 2020_Post parturm FP within 48 Hours New clients,MOH 711 Rev 2020_Post parturm FP within 48 Hours Re-visits,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Ist Time Insertion,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Re-insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Ist Time Insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Re-insertion,Population Growth Rate,Total Population,Women of childbearing age (15–49yrs)
2023Q3,July - September 2023,2023Q3,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13510.98,2655,4814,36,70,334,339,576,1206,383,174,208,191,5,3,209,55,88,127,48,30,848,2496,,,12,33,1198,3997,3,,3,,29,6,633,219,274,84,9,1,9,3,1,,,,3,348321.69,74597.62
2023Q3,July - September 2023,2023Q3,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,45411.58,5421,6268,18,57,445,441,1515,2420,1697,545,3494,130,104,64,243,436,796,549,379,667,1810,1765,78,,33,,1039,1955,121,152,8,5,22,10,694,525,398,91,861,357,1551,327,,,,,,1088678.32,242986.28
2023Q3,July - September 2023,2023Q3,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7195.29,1511,2672,14,4,176,154,420,874,194,94,990,226,5,,25,9,263,320,72,57,585,2112,,,3,,587,2230,26,22,4,5,32,8,564,227,218,118,51,9,35,19,,,,,2.32,287173.22,65803.72
2024Q3,July - September 2024,2024Q3,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,37274,12219,45034,12,7,787,1001,3802,8165,2845,6163,1136,160,6,,1053,393,2959,4829,935,1153,9754,21556,5,,19,,4544,27992,550,1864,81,7,309,86,1289,613,1929,1510,1136,237,93,13,,,,,2,1592881,417223
2024Q3,July - September 2024,2024Q3,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,18246,4624,13815,3,1,295,254,1266,2703,473,1442,51,1,5,1,288,132,968,1629,727,1074,2525,9601,2,,8,,1332,6950,581,695,115,36,315,129,611,172,944,413,1059,27,59,65,,,,,,716514,178030
2024Q3,July - September 2024,2024Q3,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,47418,5427,8305,17,11,483,513,1320,3365,3265,1936,4698,189,25,5,295,554,692,531,242,455,1943,3002,70,6,39,46,1613,3696,67,407,3,,35,56,365,416,813,324,639,528,1166,336,,,,,,1135872,254154
2020Q4,October - December 2020,2020Q4,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,12398,2657,3708,36,8,405,293,779,981,397,30,181,38,15,4,365,216,274,362,147,121,926,1181,11,3,3,,1321,2510,26,9,14,4,15,1,565,116,80,38,8,,,2,,,,,3,319637,68455
2023Q4,October - December 2023,2023Q4,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,41387.61,8917,24869,4,1,755,894,2695,5190,2224,1186,2919,679,27,54,710,230,1215,1513,426,330,4580,15940,20,,29,1,3224,12637,886,2133,22,88,499,180,1258,672,1967,1215,1367,51,578,94,,,,,3.1,1309718.73,356418.51
2023Q4,October - December 2023,2023Q4,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13510.98,1959,5008,46,26,404,397,635,1201,505,1739,424,129,22,6,157,104,159,224,32,54,620,2593,,,,,1197,3597,206,52,8,1,21,3,362,148,275,80,8,2,4,24,,,,,3,348321.69,74597.62
2023Q4,October - December 2023,2023Q4,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,45411.58,5357,6069,2,4,446,454,1101,1964,2915,1156,3378,96,102,11,266,264,601,477,381,631,1601,1598,169,2,46,4,1512,2483,72,53,16,19,23,23,346,378,515,286,472,373,1284,160,,,,,,1088678.32,242986.28
2023Q4,October - December 2023,2023Q4,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,17243.76,951,1526,9,10,49,39,251,273,1375,85,277,10,,,12,13,37,17,43,8,397,851,,,7,,668,1450,4,6,,,3,,114,21,5,1,52,,47,9,,,,,,520955.72,113870.03
2023Q4,October - December 2023,2023Q4,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13964.74,1146,2446,,,163,166,399,906,90,1551,144,9,,,46,80,201,369,128,88,463,1723,9,9,8,,349,1114,149,377,4,,42,11,447,158,170,51,62,9,10,3,,,,,,365052.86,90006.41
2023Q4,October - December 2023,2023Q4,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,10206.04,1603,10985,2,5,138,291,461,2114,64,137,280,18,1,2,83,6,242,539,185,335,707,8137,,,7,,632,8233,36,269,10,29,127,46,63,58,595,366,416,3,42,22,,,,,2.6,376624.15,91526.24
2024Q4,October - December 2024,2024Q4,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,47418,4862,8003,3,7,520,591,1326,3164,2678,1667,3604,609,75,101,217,176,552,612,247,284,1685,2762,59,1,124,,1504,3383,31,35,2,1,16,2,734,462,499,220,518,388,812,222,,,,,,1135872,254154
2024Q4,October - December 2024,2024Q4,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,52159,8759,20774,53,29,1814,1486,2842,5591,211,297,1386,235,8,11,321,129,708,595,255,127,3330,11762,,,136,10,3574,11458,1594,2768,70,43,97,18,1225,581,2641,1478,1287,47,195,154,3,,,,3.65,1384789,305667
2024Q4,October - December 2024,2024Q4,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,25859,4498,9236,29,3,371,340,1147,1978,1449,858,288,110,4,19,460,317,393,921,128,108,1565,6237,,,7,,1447,6091,151,493,15,2,76,16,862,561,434,258,198,45,22,26,,,,,3.13,781220,177596
2024Q4,October - December 2024,2024Q4,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,35578,5683,19596,5,3,792,1393,1512,4692,1741,2320,1660,707,57,18,402,130,562,1123,190,117,2227,11732,,,30,13,1720,10737,889,3086,6,10,88,49,646,365,1027,909,549,20,39,19,,,,,2.94,1150660,276897
2020Q4,October - December 2020,2020Q4,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9474,1407,6742,1,,110,151,398,1238,1210,4829,35,38,22,18,102,68,160,363,69,95,756,4212,1,,3,,807,5054,75,623,17,10,81,15,74,48,138,65,258,27,3,,1,,,,,349624,84884
2024Q4,October - December 2024,2024Q4,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,46476,3816,3686,4,,179,120,788,641,555,202,1373,59,1,2,40,4,456,387,294,304,1896,1534,14,,54,,908,2098,88,125,7,,12,1,397,52,111,28,315,9,142,,4,,,,3.5,1379963,309841
2019Q2,April - June 2019,2019Q2,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,31435.87,6338,11425,18,17,757,810,2085,3565,3207,132,137,157,23,5,75,33,581,589,73,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,947590.86,228447.12
2019Q2,April - June 2019,2019Q2,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34758.77,12230,27063,10,8,746,681,2872,4806,4678,153,56,30,74,13,381,286,2300,4739,1141,792,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1240613.06,294105.23
2019Q2,April - June 2019,2019Q2,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,23785.83,5231,5852,54,53,563,302,1187,1746,1647,908,23,1,266,,83,56,449,432,137,83,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,663878.16,172870.38
2019Q2,April - June 2019,2019Q2,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,23161.54,4556,11279,6,56,553,754,1800,2538,660,105,36,331,11,,266,224,1732,4638,902,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153336.17,279893.17
2019Q2,April - June 2019,2019Q2,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,48082.27,10379,14017,270,270,3083,1351,3811,3866,5890,49,88,100,1220,123,193,98,942,837,147,159,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,1198096.54,292298.18
2019Q2,April - June 2019,2019Q2,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,43856.84,11553,28834,12,4,1139,909,2439,5322,2753,6,438,131,373,,204,261,883,1729,245,188,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,1128198.05,259305.57
2019Q2,April - June 2019,2019Q2,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17745.38,5547,7681,16,11,418,251,1624,1446,763,1,21,16,66,,99,34,958,1906,525,491,,,,,,,,,,,,,,,,,,,,,,,,,,,3,555044.33,133210.04
2019Q2,April - June 2019,2019Q2,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,56627.86,22083,24807,48,12,1183,688,5561,4921,6167,801,150,121,159,15,1418,681,4828,8115,2902,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,1978747.77,568084.6
2019Q2,April - June 2019,2019Q2,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,9898.88,2227,1921,41,25,318,180,645,619,937,20,25,8,33,,113,5,149,191,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,3,303256.16,64135.29
2019Q2,April - June 2019,2019Q2,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,41242.01,5988,8977,68,66,459,297,2325,1983,1494,151,114,34,52,,33,86,140,67,100,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,1026448.81,238013.91
2019Q2,April - June 2019,2019Q2,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,26762.68,1481,755,1,,47,11,233,90,281,,354,126,19,,2,4,270,237,65,20,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,834071.87,158471.83
2019Q2,April - June 2019,2019Q2,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,50203.46,15648,12783,188,39,4529,1561,5744,4696,3939,191,25,11,64,7,128,50,947,1011,130,94,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,1140241.05,259535.94
2019Q2,April - June 2019,2019Q2,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,19222.34,6618,14327,24,80,362,341,1332,1960,1455,80,18,5,93,,225,151,1281,2387,603,477,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,728561.94,183714.67
2019Q2,April - June 2019,2019Q2,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,42573.36,6104,8846,116,89,1015,590,2215,2654,2193,255,110,110,81,,288,120,590,603,67,62,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,1188409.08,259254.71
2019Q2,April - June 2019,2019Q2,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15373.88,8276,16842,1,1,239,414,903,2489,320,33,18,159,28,2,75,102,793,3283,481,416,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,585179.77,147226.64
2019Q2,April - June 2019,2019Q2,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78565.75,24204,32494,56,94,1973,1296,6215,7323,5335,912,80,47,719,352,1183,367,3159,4956,1610,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,2295242.66,545837.55
2019Q2,April - June 2019,2019Q2,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,45696.8,9332,8684,31,5,1854,392,4256,1710,2388,94,76,31,128,6,150,70,1375,895,225,107,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,1142382.19,274368.31
2019Q2,April - June 2019,2019Q2,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,19757.87,3018,4648,38,61,307,215,839,1150,531,,38,129,6,,51,21,297,441,45,39,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,514516.37,123483.69
2019Q2,April - June 2019,2019Q2,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,28898.83,3978,3703,147,48,328,172,930,676,3238,36,1400,323,539,5,139,28,297,161,44,30,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1197291.75,287470.41
2019Q2,April - June 2019,2019Q2,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,25178.02,10497,12603,86,6,3046,863,3569,2963,4472,766,177,188,202,9,285,185,1144,1261,151,156,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,746351.2,186743.37
2019Q2,April - June 2019,2019Q2,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,58481.78,12343,15228,198,366,1914,985,3695,2936,2432,270,37,8,208,5,279,66,1253,1583,491,425,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1644960.26,396511.67
2019Q2,April - June 2019,2019Q2,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,36630.64,12656,12856,463,274,1025,780,3052,3013,2203,273,339,34,194,9,419,201,1844,1810,784,542,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,963979.96,231356.15
2019Q2,April - June 2019,2019Q2,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,33268.85,5021,8748,40,26,1379,459,1519,1807,1861,121,40,84,168,16,112,83,884,845,199,108,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,879468.5,200732.05
2019Q2,April - June 2019,2019Q2,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,31826.8,8899,11030,199,257,1734,942,3091,3009,3054,249,241,118,174,35,80,71,779,801,164,96,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1015120.85,228721.37
2019Q2,April - June 2019,2019Q2,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7464.55,1413,2208,41,36,140,121,377,603,572,107,60,11,14,18,13,,195,270,48,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,191149.3,51200.72
2019Q2,April - June 2019,2019Q2,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,30796.63,2996,2466,12,10,497,270,859,503,578,2,31,8,3,,14,9,197,98,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,713473.28,171668.67
2019Q2,April - June 2019,2019Q2,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,165162.5,29891,36764,385,374,9159,2187,6860,11089,40251,29645,1800,944,1594,3082,1674,1156,6943,12587,5231,5680,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5124493.29,1603968.57
2019Q2,April - June 2019,2019Q2,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,68663.88,15111,28207,50,46,1850,1404,3613,4733,4008,786,223,194,96,67,270,263,1779,2748,344,176,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,1962806.45,499134.51
2019Q2,April - June 2019,2019Q2,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,13243.72,4415,9492,10,15,369,338,1225,1701,2036,3,31,104,128,,143,196,915,992,322,118,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,448110.3,112776.02
2019Q2,April - June 2019,2019Q2,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,48314.63,12384,32414,61,47,2195,1187,3823,4065,4893,551,47,70,155,2,303,40,1272,1213,225,93,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1435576.91,299601.17
2019Q2,April - June 2019,2019Q2,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,27564.48,1784,1433,1,,58,35,152,175,379,165,328,42,1,,17,4,256,212,49,23,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,751492.12,170398.16
2019Q2,April - June 2019,2019Q2,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,48262.77,10895,18485,72,83,644,516,2965,3614,3404,1163,378,119,134,23,243,124,1389,2267,380,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304368.39,384788.78
2019Q2,April - June 2019,2019Q2,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,46467.69,16257,15818,82,32,2028,1260,4753,5113,3001,553,177,166,219,102,412,349,1406,1299,404,205,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1209641.91,294480.2
2019Q2,April - June 2019,2019Q2,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,44693.55,12985,19999,60,83,2127,1645,3867,4427,11987,493,328,139,449,34,420,232,1516,2711,556,432,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,1515963.67,381470.87
2019Q2,April - June 2019,2019Q2,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,15061.73,2120,8061,6,,176,298,639,1609,767,88,2,7,4,40,58,24,324,1101,156,126,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,390395.42,92481.63
2019Q2,April - June 2019,2019Q2,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,15353.93,3372,14347,264,148,311,333,753,1833,1119,223,4,1,79,11,125,147,826,4262,780,827,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,630817.73,174294.48
2019Q2,April - June 2019,2019Q2,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,59328.46,37579,23251,42,83,3135,1362,4329,7553,2257,152,768,27,199,31,387,47,1996,2767,416,194,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1540988.11,357509.52
2019Q2,April - June 2019,2019Q2,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4697.13,1094,2860,5,10,112,122,314,673,286,3,18,26,2,,21,17,248,471,47,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,141272.95,31785.92
2019Q2,April - June 2019,2019Q2,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19380.9,5133,18152,61,216,242,270,1267,1978,1010,92,52,96,139,50,331,211,1409,6096,925,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,827762.16,219875.6
2019Q2,April - June 2019,2019Q2,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,14694.74,899,1354,6,2,188,137,513,575,168,4,14,4,16,2,2,3,102,77,60,38,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,333666.84,71071.28
2019Q2,April - June 2019,2019Q2,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,29660.74,5626,12978,12,43,497,414,1571,3199,1097,434,63,52,66,28,101,139,962,2349,104,117,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,983096.58,227676.23
2019Q2,April - June 2019,2019Q2,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,35301.28,4355,7968,44,124,1064,761,2505,3510,2285,259,377,63,1198,5,40,58,736,926,148,132,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,902846.45,207835.59
2019Q2,April - June 2019,2019Q2,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,37862.27,7037,13287,40,86,795,487,1607,1946,5452,2083,4,2,185,15,475,211,1572,1412,249,278,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1040793.51,251518.91
2019Q2,April - June 2019,2019Q2,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,45215.12,9273,15503,78,20,846,696,2778,4102,4064,74,137,53,111,110,249,256,1831,2134,481,259,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,1250209.77,275239.92
2019Q2,April - June 2019,2019Q2,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,34067.66,2216,876,46,7,103,21,387,210,1625,297,1113,402,21,,53,17,536,378,120,79,,,,,,,,,,,,,,,,,,,,,,,,,,,3,896142.81,215073.76
2020Q2,April - June 2020,2020Q2,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,12398,1682,2279,26,25,323,192,551,663,335,45,46,23,1,4,267,103,226,395,89,59,,,,,,,,,,,,,,,,,,,,,,,,,,,3,319637,68455
2020Q2,April - June 2020,2020Q2,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,31455,8548,13367,69,50,1477,722,3025,3411,4313,958,429,357,248,179,145,186,921,890,139,56,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1023484,233174
2020Q2,April - June 2020,2020Q2,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15561,4001,18243,,1,341,470,962,3127,349,35,3,5,14,,84,21,828,3878,716,581,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,622993,159579
2020Q2,April - June 2020,2020Q2,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25188,2867,1240,,,45,6,362,157,1001,,1105,212,,,11,13,353,213,128,57,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,806262,166525
2020Q2,April - June 2020,2020Q2,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,53381,12536,26281,14,26,1225,1273,3613,7672,2666,958,1768,433,217,102,177,34,1695,2698,533,338,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,1509504,371641
2020Q2,April - June 2020,2020Q2,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,68629,23631,41621,10,4,3048,2090,6150,9219,6577,2164,125,210,513,104,1158,298,3960,6444,1897,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2206034,570915
2020Q2,April - June 2020,2020Q2,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,43114,2307,1330,3,,74,70,168,109,248,36,996,7,10,,34,,363,352,258,146,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,1216738,273913
2020Q2,April - June 2020,2020Q2,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,38932,8236,15623,14,2,578,314,2462,2971,1580,1237,281,133,100,35,106,14,901,3598,606,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248003,364746
2020Q2,April - June 2020,2020Q2,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,39907,12569,17910,225,117,4062,2445,5272,5749,3086,1103,203,113,119,12,139,103,899,1126,373,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167024,278143
2020Q2,April - June 2020,2020Q2,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,17220,4420,20501,65,198,246,281,786,1747,799,197,80,51,36,8,347,216,1224,6378,811,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,776255,195081
2020Q2,April - June 2020,2020Q2,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,22791,2431,3843,37,1,468,257,951,874,1779,243,53,77,46,39,228,85,562,674,124,76,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,689090,156691
2020Q2,April - June 2020,2020Q2,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,16957,3282,8069,29,8,371,347,1229,1636,699,51,27,19,13,,39,7,800,2031,588,496,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,537185,128873
2020Q2,April - June 2020,2020Q2,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,42381,12034,15492,1489,230,1157,1060,3110,4855,9371,174,683,134,94,1,388,429,1312,2482,720,394,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1588197,405847.2
2020Q2,April - June 2020,2020Q2,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,11620,3913,11136,17,4,335,268,1118,2017,707,93,84,144,53,29,195,106,980,1491,468,202,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,403681,100458
2020Q2,April - June 2020,2020Q2,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34152,15075,37479,60,164,711,852,3421,5844,8417,166,30,20,121,2,488,259,2875,6899,1365,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1456609,381541
2020Q2,April - June 2020,2020Q2,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,152679,21094,30824,858,562,5792,2398,7712,12064,46490,7406,340,505,839,302,1509,841,8022,14734,5395,5765,,,,,,,10,30,,,,,,,,,,,,,,,,,,,4.1,4541730,1461590
2020Q2,April - June 2020,2020Q2,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26326,5089,13129,14,38,453,495,1824,2681,1010,173,6,16,70,,244,131,1824,5507,1245,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080551,256175
2020Q2,April - June 2020,2020Q2,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,39192,12359,13764,209,135,3250,1012,3483,3560,3729,420,169,43,121,1,361,157,1330,1334,497,181,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,1304330,307797
